sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
sh: error while loading shared libraries: __vdso_time: invalid mode for dlopen(): Invalid argument
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95f10>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.
WARNING:tensorflow:<tensorflow.python.ops.rnn_cell.BasicLSTMCell object at 0x7f6304f95bd0>: Using a concatenated state is slower and will soon be deprecated.  Use state_is_tuple=True.

Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=100
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=300
EVALUATE_EVERY=100
HIDDEN_DIM=300
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_EPOCHS=200
WORD2VEC=None

Loading data...
Vocabulary Size: 18758
Train/Dev split: 9662/1000
Writing to /home/chaitanya/lstm-context-embeddings/runs/1469600026

2016-07-27T14:13:51.298475: step 1, loss 0.70131, acc 0.453125
2016-07-27T15:55:57.580431: step 2150, loss 0.103887, acc 0.953125
2016-07-27T15:56:00.386398: step 2151, loss 0.102114, acc 0.96875
2016-07-27T15:56:03.247209: step 2152, loss 0.0524914, acc 0.96875
2016-07-27T15:56:05.691983: step 2153, loss 0.0926272, acc 0.96875
2016-07-27T15:56:08.639030: step 2154, loss 0.0555339, acc 0.953125
2016-07-27T15:56:11.271244: step 2155, loss 0.1438, acc 0.953125
2016-07-27T15:56:14.124277: step 2156, loss 0.0535454, acc 0.984375
2016-07-27T15:56:16.830627: step 2157, loss 0.0794358, acc 0.984375
2016-07-27T15:56:19.390479: step 2158, loss 0.114687, acc 0.96875
2016-07-27T15:56:22.262683: step 2159, loss 0.0712077, acc 0.953125
2016-07-27T15:56:24.862985: step 2160, loss 0.0926994, acc 0.953125
2016-07-27T15:56:27.555980: step 2161, loss 0.0590751, acc 0.953125
2016-07-27T15:56:30.405229: step 2162, loss 0.100789, acc 0.953125
2016-07-27T15:56:33.083626: step 2163, loss 0.102494, acc 0.953125
2016-07-27T15:56:35.668476: step 2164, loss 0.0885911, acc 0.953125
2016-07-27T15:56:38.393853: step 2165, loss 0.0679896, acc 0.984375
2016-07-27T15:56:40.978035: step 2166, loss 0.121755, acc 0.984375
2016-07-27T15:56:43.826525: step 2167, loss 0.0876823, acc 0.9375
2016-07-27T15:56:46.467127: step 2168, loss 0.097438, acc 0.953125
2016-07-27T15:56:49.307064: step 2169, loss 0.0669858, acc 0.984375
2016-07-27T15:56:51.995025: step 2170, loss 0.0696402, acc 0.96875
2016-07-27T15:56:54.599248: step 2171, loss 0.0454942, acc 0.984375
2016-07-27T15:56:57.452369: step 2172, loss 0.0405669, acc 1
2016-07-27T15:56:59.979667: step 2173, loss 0.0754007, acc 0.96875
2016-07-27T15:57:02.661454: step 2174, loss 0.0839332, acc 0.96875
2016-07-27T15:57:05.508881: step 2175, loss 0.0279533, acc 1
2016-07-27T15:57:08.185761: step 2176, loss 0.123874, acc 0.9375
2016-07-27T15:57:10.972938: step 2177, loss 0.0928072, acc 0.9375
2016-07-27T15:57:13.706264: step 2178, loss 0.120747, acc 0.9375
2016-07-27T15:57:16.371553: step 2179, loss 0.0739158, acc 0.953125
2016-07-27T15:57:19.272895: step 2180, loss 0.107509, acc 0.9375
2016-07-27T15:57:21.731043: step 2181, loss 0.0810944, acc 0.984375
2016-07-27T15:57:24.596951: step 2182, loss 0.0444204, acc 0.96875
2016-07-27T15:57:27.285198: step 2183, loss 0.0689795, acc 0.984375
2016-07-27T15:57:29.845033: step 2184, loss 0.0785393, acc 0.96875
2016-07-27T15:57:32.705283: step 2185, loss 0.0862081, acc 0.984375
2016-07-27T15:57:35.274347: step 2186, loss 0.0637339, acc 0.984375
2016-07-27T15:57:37.822449: step 2187, loss 0.0601103, acc 1
2016-07-27T15:57:40.670543: step 2188, loss 0.0710669, acc 0.984375
2016-07-27T15:57:43.345495: step 2189, loss 0.0647416, acc 0.96875
2016-07-27T15:57:46.124731: step 2190, loss 0.120052, acc 0.96875
2016-07-27T15:57:48.939332: step 2191, loss 0.0918851, acc 0.96875
2016-07-27T15:57:51.465216: step 2192, loss 0.0562861, acc 0.96875
2016-07-27T15:57:54.311320: step 2193, loss 0.10987, acc 0.90625
2016-07-27T15:57:56.920351: step 2194, loss 0.141876, acc 0.890625
2016-07-27T15:57:59.582062: step 2195, loss 0.10522, acc 0.984375
2016-07-27T15:58:02.068885: step 2196, loss 0.0537773, acc 1
2016-07-27T15:58:04.894453: step 2197, loss 0.135702, acc 0.90625
2016-07-27T15:58:07.633896: step 2198, loss 0.0661688, acc 1
2016-07-27T15:58:10.492391: step 2199, loss 0.0618144, acc 1
2016-07-27T15:58:13.175015: step 2200, loss 0.0640468, acc 0.984375

Evaluation:
2016-07-27T15:58:25.272846: step 2200, loss 1.34898, acc 0.699

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-2200

2016-07-27T15:58:29.580748: step 2201, loss 0.0752883, acc 0.96875
2016-07-27T15:58:32.414884: step 2202, loss 0.0733148, acc 0.953125
2016-07-27T15:58:35.124939: step 2203, loss 0.0726144, acc 1
2016-07-27T15:58:37.660675: step 2204, loss 0.074336, acc 0.96875
2016-07-27T15:58:40.501699: step 2205, loss 0.126165, acc 0.9375
2016-07-27T15:58:43.066668: step 2206, loss 0.111338, acc 0.953125
2016-07-27T15:58:45.741073: step 2207, loss 0.0436583, acc 0.984375
2016-07-27T15:58:48.625576: step 2208, loss 0.185533, acc 0.921875
2016-07-27T15:58:51.289222: step 2209, loss 0.0754958, acc 0.984375
2016-07-27T15:58:53.847708: step 2210, loss 0.0320784, acc 1
2016-07-27T15:58:56.669371: step 2211, loss 0.0573254, acc 0.984375
2016-07-27T15:58:59.268650: step 2212, loss 0.0403052, acc 1
2016-07-27T15:59:01.938924: step 2213, loss 0.0638845, acc 1
2016-07-27T15:59:04.816007: step 2214, loss 0.034218, acc 1
2016-07-27T15:59:07.467665: step 2215, loss 0.0668047, acc 0.96875
2016-07-27T15:59:10.281075: step 2216, loss 0.111035, acc 0.9375
2016-07-27T15:59:13.027166: step 2217, loss 0.0790252, acc 0.96875
2016-07-27T15:59:15.568540: step 2218, loss 0.0199916, acc 1
2016-07-27T15:59:18.347505: step 2219, loss 0.0823073, acc 0.984375
2016-07-27T15:59:20.927266: step 2220, loss 0.0633269, acc 0.96875
2016-07-27T15:59:23.768593: step 2221, loss 0.106652, acc 0.984375
2016-07-27T15:59:26.597718: step 2222, loss 0.0359512, acc 0.984375
2016-07-27T15:59:29.037248: step 2223, loss 0.056739, acc 0.96875
2016-07-27T15:59:31.878643: step 2224, loss 0.0569145, acc 1
2016-07-27T15:59:34.540859: step 2225, loss 0.0398035, acc 1
2016-07-27T15:59:37.184399: step 2226, loss 0.0650907, acc 0.96875
2016-07-27T15:59:40.161299: step 2227, loss 0.0487369, acc 0.984375
2016-07-27T15:59:42.744133: step 2228, loss 0.116868, acc 0.953125
2016-07-27T15:59:45.664280: step 2229, loss 0.14891, acc 0.921875
2016-07-27T15:59:48.308136: step 2230, loss 0.072674, acc 0.984375
2016-07-27T15:59:50.868025: step 2231, loss 0.0773857, acc 0.953125
2016-07-27T15:59:53.695830: step 2232, loss 0.0899148, acc 0.953125
2016-07-27T15:59:56.269948: step 2233, loss 0.128397, acc 0.921875
2016-07-27T15:59:58.996395: step 2234, loss 0.0648516, acc 0.984375
2016-07-27T16:00:01.841698: step 2235, loss 0.0934261, acc 0.96875
2016-07-27T16:00:04.504538: step 2236, loss 0.0377484, acc 0.984375
2016-07-27T16:00:07.120189: step 2237, loss 0.0868954, acc 0.953125
2016-07-27T16:00:10.019526: step 2238, loss 0.037, acc 0.96875
2016-07-27T16:00:12.616098: step 2239, loss 0.121718, acc 0.953125
2016-07-27T16:00:15.242135: step 2240, loss 0.0427874, acc 0.984375
2016-07-27T16:00:18.045691: step 2241, loss 0.0724614, acc 0.984375
2016-07-27T16:00:20.725660: step 2242, loss 0.0484307, acc 0.984375
2016-07-27T16:00:23.581552: step 2243, loss 0.0561461, acc 0.953125
2016-07-27T16:00:26.329069: step 2244, loss 0.0633214, acc 0.96875
2016-07-27T16:00:28.885019: step 2245, loss 0.0190609, acc 1
2016-07-27T16:00:31.720853: step 2246, loss 0.0577916, acc 0.96875
2016-07-27T16:00:34.303101: step 2247, loss 0.115639, acc 0.984375
2016-07-27T16:00:36.984497: step 2248, loss 0.0690894, acc 0.953125
2016-07-27T16:00:39.889923: step 2249, loss 0.0315826, acc 1
2016-07-27T16:00:42.565297: step 2250, loss 0.0368587, acc 0.984375
2016-07-27T16:00:45.101786: step 2251, loss 0.0502968, acc 0.984375
2016-07-27T16:00:47.957007: step 2252, loss 0.0732818, acc 0.953125
2016-07-27T16:00:50.805305: step 2253, loss 0.0947968, acc 0.984375
2016-07-27T16:00:53.323865: step 2254, loss 0.0527456, acc 0.984375
2016-07-27T16:00:56.146281: step 2255, loss 0.0546578, acc 0.96875
2016-07-27T16:00:58.777007: step 2256, loss 0.0487179, acc 0.984375
2016-07-27T16:01:01.647641: step 2257, loss 0.0221322, acc 0.984375
2016-07-27T16:01:04.387523: step 2258, loss 0.0536785, acc 0.96875
2016-07-27T16:01:06.935302: step 2259, loss 0.0715462, acc 0.953125
2016-07-27T16:01:09.814829: step 2260, loss 0.14224, acc 0.96875
2016-07-27T16:01:12.401538: step 2261, loss 0.059257, acc 0.96875
2016-07-27T16:01:15.256580: step 2262, loss 0.173051, acc 0.953125
2016-07-27T16:01:17.919439: step 2263, loss 0.0625986, acc 0.96875
2016-07-27T16:01:20.593643: step 2264, loss 0.0622356, acc 0.96875
2016-07-27T16:01:23.437506: step 2265, loss 0.0685164, acc 0.983871
2016-07-27T16:01:25.961763: step 2266, loss 0.0393664, acc 0.984375
2016-07-27T16:01:28.884545: step 2267, loss 0.0758042, acc 0.96875
2016-07-27T16:01:31.600257: step 2268, loss 0.124623, acc 0.96875
2016-07-27T16:01:34.186713: step 2269, loss 0.0516204, acc 0.984375
2016-07-27T16:01:37.050553: step 2270, loss 0.0710653, acc 1
2016-07-27T16:01:39.671345: step 2271, loss 0.0678385, acc 0.96875
2016-07-27T16:01:42.287232: step 2272, loss 0.0886598, acc 0.96875
2016-07-27T16:01:45.138572: step 2273, loss 0.0807698, acc 0.953125
2016-07-27T16:01:47.812824: step 2274, loss 0.0767936, acc 0.984375
2016-07-27T16:01:50.665249: step 2275, loss 0.0486246, acc 1
2016-07-27T16:01:53.357055: step 2276, loss 0.0996681, acc 0.96875
2016-07-27T16:01:56.078801: step 2277, loss 0.0348965, acc 0.984375
2016-07-27T16:01:58.890171: step 2278, loss 0.0743238, acc 0.9375
2016-07-27T16:02:01.332106: step 2279, loss 0.155279, acc 0.953125
2016-07-27T16:02:04.205004: step 2280, loss 0.0757164, acc 0.96875
2016-07-27T16:02:06.902424: step 2281, loss 0.079405, acc 0.96875
2016-07-27T16:02:09.771021: step 2282, loss 0.0483207, acc 0.984375
2016-07-27T16:02:12.481168: step 2283, loss 0.0468774, acc 0.96875
2016-07-27T16:02:14.983182: step 2284, loss 0.0649806, acc 0.953125
2016-07-27T16:02:17.797901: step 2285, loss 0.0714491, acc 0.953125
2016-07-27T16:02:20.380367: step 2286, loss 0.0397946, acc 0.96875
2016-07-27T16:02:23.070472: step 2287, loss 0.050001, acc 0.984375
2016-07-27T16:02:25.910685: step 2288, loss 0.0771811, acc 0.96875
2016-07-27T16:02:28.431638: step 2289, loss 0.0450827, acc 0.984375
2016-07-27T16:02:31.330222: step 2290, loss 0.120392, acc 0.921875
2016-07-27T16:02:33.973166: step 2291, loss 0.0866926, acc 0.96875
2016-07-27T16:02:36.792566: step 2292, loss 0.0415428, acc 1
2016-07-27T16:02:39.519456: step 2293, loss 0.0488789, acc 0.984375
2016-07-27T16:02:42.054124: step 2294, loss 0.0733042, acc 0.953125
2016-07-27T16:02:44.897356: step 2295, loss 0.0713217, acc 0.96875
2016-07-27T16:02:47.512712: step 2296, loss 0.017335, acc 1
2016-07-27T16:02:50.213232: step 2297, loss 0.0389627, acc 1
2016-07-27T16:02:53.043652: step 2298, loss 0.137487, acc 0.953125
2016-07-27T16:02:55.739482: step 2299, loss 0.0280728, acc 0.984375
2016-07-27T16:02:58.303388: step 2300, loss 0.0818423, acc 0.953125

Evaluation:
2016-07-27T16:03:10.452873: step 2300, loss 1.51199, acc 0.693

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-2300

2016-07-27T16:03:14.378640: step 2301, loss 0.0570741, acc 0.984375
2016-07-27T16:03:17.215879: step 2302, loss 0.134734, acc 0.875
2016-07-27T16:03:19.920031: step 2303, loss 0.0482596, acc 1
2016-07-27T16:03:22.556041: step 2304, loss 0.0788642, acc 0.953125
2016-07-27T16:03:25.394001: step 2305, loss 0.053653, acc 0.96875
2016-07-27T16:03:27.968998: step 2306, loss 0.0425765, acc 0.984375
2016-07-27T16:03:30.651013: step 2307, loss 0.0418161, acc 1
2016-07-27T16:03:33.468548: step 2308, loss 0.0537044, acc 0.984375
2016-07-27T16:03:36.103582: step 2309, loss 0.120069, acc 0.96875
2016-07-27T16:03:38.844541: step 2310, loss 0.0602586, acc 0.96875
2016-07-27T16:03:41.614204: step 2311, loss 0.0877, acc 0.984375
2016-07-27T16:03:44.096066: step 2312, loss 0.0540631, acc 1
2016-07-27T16:03:46.948589: step 2313, loss 0.0798436, acc 0.953125
2016-07-27T16:03:49.512412: step 2314, loss 0.0423889, acc 1
2016-07-27T16:03:52.402966: step 2315, loss 0.0916346, acc 0.953125
2016-07-27T16:03:55.228807: step 2316, loss 0.053583, acc 0.984375
2016-07-27T16:03:57.616663: step 2317, loss 0.0805756, acc 0.984375
2016-07-27T16:04:00.452048: step 2318, loss 0.0538672, acc 0.96875
2016-07-27T16:04:03.055310: step 2319, loss 0.0709024, acc 0.9375
2016-07-27T16:04:05.862014: step 2320, loss 0.130799, acc 0.9375
2016-07-27T16:04:08.578076: step 2321, loss 0.0282336, acc 1
2016-07-27T16:04:11.057344: step 2322, loss 0.017768, acc 1
2016-07-27T16:04:13.835815: step 2323, loss 0.0249383, acc 0.984375
2016-07-27T16:04:16.432664: step 2324, loss 0.0652653, acc 0.984375
2016-07-27T16:04:19.258400: step 2325, loss 0.0819428, acc 0.96875
2016-07-27T16:04:21.989064: step 2326, loss 0.0199919, acc 1
2016-07-27T16:04:24.484518: step 2327, loss 0.101645, acc 0.953125
2016-07-27T16:04:26.958117: step 2328, loss 0.107877, acc 0.953125
2016-07-27T16:04:29.801030: step 2329, loss 0.0431101, acc 0.984375
2016-07-27T16:04:32.466096: step 2330, loss 0.136766, acc 0.9375
2016-07-27T16:04:35.297118: step 2331, loss 0.0499575, acc 0.984375
2016-07-27T16:04:37.996928: step 2332, loss 0.0707811, acc 0.96875
2016-07-27T16:04:40.540613: step 2333, loss 0.0138419, acc 1
2016-07-27T16:04:43.041683: step 2334, loss 0.0536375, acc 0.96875
2016-07-27T16:04:45.864681: step 2335, loss 0.0497138, acc 0.984375
2016-07-27T16:04:48.480060: step 2336, loss 0.0895334, acc 0.96875
2016-07-27T16:04:51.310791: step 2337, loss 0.0859017, acc 0.96875
2016-07-27T16:04:53.990986: step 2338, loss 0.0537844, acc 0.96875
2016-07-27T16:04:56.680187: step 2339, loss 0.0409841, acc 1
2016-07-27T16:04:59.471237: step 2340, loss 0.0359773, acc 1
2016-07-27T16:05:02.132737: step 2341, loss 0.0467879, acc 0.984375
2016-07-27T16:05:04.982753: step 2342, loss 0.0592565, acc 0.984375
2016-07-27T16:05:07.537575: step 2343, loss 0.0537671, acc 0.96875
2016-07-27T16:05:10.423602: step 2344, loss 0.048832, acc 0.984375
2016-07-27T16:05:13.129546: step 2345, loss 0.209088, acc 0.96875
2016-07-27T16:05:15.703229: step 2346, loss 0.0856659, acc 0.9375
2016-07-27T16:05:18.560864: step 2347, loss 0.0775904, acc 0.96875
2016-07-27T16:05:21.131398: step 2348, loss 0.0374402, acc 1
2016-07-27T16:05:23.761254: step 2349, loss 0.115691, acc 0.96875
2016-07-27T16:05:26.584709: step 2350, loss 0.0812305, acc 0.984375
2016-07-27T16:05:29.208738: step 2351, loss 0.0313734, acc 1
2016-07-27T16:05:31.812001: step 2352, loss 0.0908693, acc 0.96875
2016-07-27T16:05:34.629438: step 2353, loss 0.0897418, acc 0.9375
2016-07-27T16:05:37.282105: step 2354, loss 0.0604847, acc 1
2016-07-27T16:05:39.828527: step 2355, loss 0.117149, acc 0.9375
2016-07-27T16:05:42.514798: step 2356, loss 0.0562536, acc 0.96875
2016-07-27T16:05:45.344512: step 2357, loss 0.0557788, acc 0.953125
2016-07-27T16:05:47.859035: step 2358, loss 0.0181489, acc 1
2016-07-27T16:05:50.536312: step 2359, loss 0.113637, acc 0.921875
2016-07-27T16:05:53.200932: step 2360, loss 0.0616326, acc 1
2016-07-27T16:05:56.030890: step 2361, loss 0.0473932, acc 0.984375
2016-07-27T16:05:58.605425: step 2362, loss 0.0647252, acc 0.953125
2016-07-27T16:06:01.475898: step 2363, loss 0.111503, acc 0.9375
2016-07-27T16:06:04.206129: step 2364, loss 0.10798, acc 0.96875
2016-07-27T16:06:06.823459: step 2365, loss 0.094554, acc 0.96875
2016-07-27T16:06:09.641590: step 2366, loss 0.0459268, acc 0.96875
2016-07-27T16:06:12.240080: step 2367, loss 0.0954196, acc 0.9375
2016-07-27T16:06:14.898133: step 2368, loss 0.0595772, acc 0.984375
2016-07-27T16:06:17.793728: step 2369, loss 0.0363904, acc 0.96875
2016-07-27T16:06:20.441068: step 2370, loss 0.0555848, acc 0.984375
2016-07-27T16:06:23.298157: step 2371, loss 0.0517434, acc 0.984375
2016-07-27T16:06:26.016097: step 2372, loss 0.083212, acc 0.96875
2016-07-27T16:06:28.522014: step 2373, loss 0.052589, acc 0.96875
2016-07-27T16:06:31.362392: step 2374, loss 0.0781236, acc 0.96875
2016-07-27T16:06:33.965647: step 2375, loss 0.0964073, acc 0.953125
2016-07-27T16:06:36.587695: step 2376, loss 0.0922107, acc 0.96875
2016-07-27T16:06:39.456138: step 2377, loss 0.0826324, acc 0.953125
2016-07-27T16:06:42.214688: step 2378, loss 0.0345981, acc 1
2016-07-27T16:06:44.803498: step 2379, loss 0.0677388, acc 0.96875
2016-07-27T16:06:47.655763: step 2380, loss 0.0544996, acc 0.984375
2016-07-27T16:06:50.194306: step 2381, loss 0.0722119, acc 0.984375
2016-07-27T16:06:52.864430: step 2382, loss 0.0723478, acc 0.96875
2016-07-27T16:06:55.712799: step 2383, loss 0.0515383, acc 0.984375
2016-07-27T16:06:58.348976: step 2384, loss 0.0965379, acc 0.953125
2016-07-27T16:07:01.103436: step 2385, loss 0.0745999, acc 0.984375
2016-07-27T16:07:03.886617: step 2386, loss 0.194549, acc 0.90625
2016-07-27T16:07:06.518078: step 2387, loss 0.00913114, acc 1
2016-07-27T16:07:09.350460: step 2388, loss 0.046998, acc 0.984375
2016-07-27T16:07:11.878329: step 2389, loss 0.0884028, acc 0.9375
2016-07-27T16:07:14.825977: step 2390, loss 0.0528799, acc 0.96875
2016-07-27T16:07:17.479941: step 2391, loss 0.103206, acc 0.9375
2016-07-27T16:07:19.989725: step 2392, loss 0.075814, acc 0.953125
2016-07-27T16:07:22.664707: step 2393, loss 0.0320885, acc 1
2016-07-27T16:07:25.527983: step 2394, loss 0.0474384, acc 0.984375
2016-07-27T16:07:28.191231: step 2395, loss 0.0961286, acc 0.984375
2016-07-27T16:07:30.871484: step 2396, loss 0.0192341, acc 1
2016-07-27T16:07:33.726941: step 2397, loss 0.0656668, acc 0.953125
2016-07-27T16:07:36.250233: step 2398, loss 0.100703, acc 0.96875
2016-07-27T16:07:38.818723: step 2399, loss 0.0765499, acc 0.96875
2016-07-27T16:07:41.642828: step 2400, loss 0.138682, acc 0.9375

Evaluation:
2016-07-27T16:07:53.491711: step 2400, loss 1.55986, acc 0.696

Saved model checkpoint to /home/chaitanya/lstm-context-embeddings/runs/1469600026/checkpoints/model-2400

2016-07-27T16:07:57.352941: step 2401, loss 0.0580119, acc 0.96875
2016-07-27T16:08:00.197282: step 2402, loss 0.0586163, acc 0.984375
2016-07-27T16:08:02.854103: step 2403, loss 0.0866892, acc 0.96875
2016-07-27T16:08:05.680319: step 2404, loss 0.0123733, acc 1
2016-07-27T16:08:08.394484: step 2405, loss 0.0466001, acc 1
2016-07-27T16:08:11.111048: step 2406, loss 0.0862903, acc 0.96875
2016-07-27T16:08:13.946455: step 2407, loss 0.0557712, acc 0.96875
2016-07-27T16:08:16.424939: step 2408, loss 0.137472, acc 0.921875
2016-07-27T16:08:19.269201: step 2409, loss 0.0466279, acc 0.984375
2016-07-27T16:08:21.896639: step 2410, loss 0.0285703, acc 1
2016-07-27T16:08:24.692712: step 2411, loss 0.0569681, acc 0.96875
2016-07-27T16:08:27.384439: step 2412, loss 0.0189083, acc 0.984375
2016-07-27T16:08:29.873785: step 2413, loss 0.0966816, acc 0.9375
2016-07-27T16:08:32.680475: step 2414, loss 0.113955, acc 0.953125
2016-07-27T16:08:35.302300: step 2415, loss 0.0512282, acc 0.984375
2016-07-27T16:08:37.982093: step 2416, loss 0.0933447, acc 0.951613
2016-07-27T16:08:40.834454: step 2417, loss 0.0723739, acc 0.96875
2016-07-27T16:08:43.553117: step 2418, loss 0.0851621, acc 0.953125
2016-07-27T16:08:46.102521: step 2419, loss 0.109135, acc 0.953125
2016-07-27T16:08:48.893494: step 2420, loss 0.0538184, acc 0.984375
2016-07-27T16:08:51.440363: step 2421, loss 0.114044, acc 0.9375
2016-07-27T16:08:54.076579: step 2422, loss 0.0496459, acc 0.984375
2016-07-27T16:08:56.956006: step 2423, loss 0.101466, acc 0.9375
2016-07-27T16:08:59.651795: step 2424, loss 0.0539866, acc 0.984375
2016-07-27T16:09:02.237297: step 2425, loss 0.0605222, acc 0.984375
2016-07-27T16:09:05.127230: step 2426, loss 0.058695, acc 0.953125
2016-07-27T16:09:07.748624: step 2427, loss 0.0777493, acc 0.984375
2016-07-27T16:09:10.355302: step 2428, loss 0.0400213, acc 0.984375
2016-07-27T16:09:13.077965: step 2429, loss 0.0446149, acc 1
2016-07-27T16:09:15.580650: step 2430, loss 0.0702963, acc 0.984375
2016-07-27T16:09:18.420406: step 2431, loss 0.028734, acc 1
2016-07-27T16:09:21.074808: step 2432, loss 0.0362249, acc 0.984375
2016-07-27T16:09:23.902641: step 2433, loss 0.0848733, acc 0.984375
2016-07-27T16:09:26.609164: step 2434, loss 0.139632, acc 0.9375
2016-07-27T16:09:29.139097: step 2435, loss 0.0545994, acc 0.984375
2016-07-27T16:09:31.812810: step 2436, loss 0.0657914, acc 0.96875
2016-07-27T16:09:34.683926: step 2437, loss 0.0613213, acc 0.953125
2016-07-27T16:09:37.257546: step 2438, loss 0.0610512, acc 0.953125
2016-07-27T16:09:40.215556: step 2439, loss 0.0602331, acc 0.984375
2016-07-27T16:09:42.868989: step 2440, loss 0.0397286, acc 0.984375
2016-07-27T16:09:45.463446: step 2441, loss 0.123013, acc 0.953125
2016-07-27T16:09:48.344134: step 2442, loss 0.0935228, acc 0.953125
2016-07-27T16:09:51.063885: step 2443, loss 0.0580431, acc 0.96875
2016-07-27T16:09:53.692258: step 2444, loss 0.039965, acc 1
2016-07-27T16:09:56.521201: step 2445, loss 0.0561298, acc 0.96875
2016-07-27T16:09:59.021572: step 2446, loss 0.113696, acc 0.953125
2016-07-27T16:10:01.629496: step 2447, loss 0.0124007, acc 1
2016-07-27T16:10:04.450666: step 2448, loss 0.132419, acc 0.9375
2016-07-27T16:10:07.098094: step 2449, loss 0.0427468, acc 1
2016-07-27T16:10:09.912471: step 2450, loss 0.0329695, acc 0.984375
2016-07-27T16:10:12.611051: step 2451, loss 0.0609684, acc 0.984375
2016-07-27T16:10:15.123777: step 2452, loss 0.0608664, acc 0.984375
2016-07-27T16:10:17.927278: step 2453, loss 0.0486988, acc 1
2016-07-27T16:10:20.456913: step 2454, loss 0.0589104, acc 0.96875
2016-07-27T16:10:23.092820: step 2455, loss 0.04379, acc 0.984375
2016-07-27T16:10:25.687598: step 2456, loss 0.0920987, acc 0.9375
2016-07-27T16:10:28.464420: step 2457, loss 0.0674305, acc 0.953125
2016-07-27T16:10:31.094559: step 2458, loss 0.0315302, acc 1
2016-07-27T16:10:33.849601: step 2459, loss 0.0520947, acc 0.984375
2016-07-27T16:10:36.594370: step 2460, loss 0.065306, acc 0.96875
2016-07-27T16:10:39.051976: step 2461, loss 0.0433382, acc 0.984375
